id,sentence,paraphrased_sentence,option1,option2,answer,filled_1,filled_2,pred,score1,score2,correct
189,"Mon employeur offre une prime sous forme de téléphone ou de télévision, mais malheureusement _ est beaucoup trop grand pour être utile.","Mon employeur offre en prime un téléphone ou une télévision, mais malheureusement, l'objet qui est bien trop grand pour être utile est le _.",le téléphone,la télévision,1,"Mon employeur offre une prime sous forme de téléphone ou de télévision, mais malheureusement le téléphone est beaucoup trop grand pour être utile.","Mon employeur offre une prime sous forme de téléphone ou de télévision, mais malheureusement la télévision est beaucoup trop grand pour être utile.",2,-258.26862621307373,-257.6473627090454,0
190,"Mon employeur offre une prime sous forme de téléphone ou de télévision, mais malheureusement _ est beaucoup trop petit pour être utile.","Mon employeur offre en prime un téléphone ou une télévision, mais malheureusement, ce qui est bien trop petit pour être utile est _.",le téléphone,la télévision,2,"Mon employeur offre une prime sous forme de téléphone ou de télévision, mais malheureusement le téléphone est beaucoup trop petit pour être utile.","Mon employeur offre une prime sous forme de téléphone ou de télévision, mais malheureusement la télévision est beaucoup trop petit pour être utile.",2,-258.1312599182129,-257.70440006256104,1
191,"Au bal, Adam a invité la fille à danser avant Donald, donc _ est en colère contre lui-même.","Parce qu'Adam a demandé à la fille du bal de danser avant Donald, celui qui est en colère contre lui-même est _.",Adam,Donald,2,"Au bal, Adam a invité la fille à danser avant Donald, donc Adam est en colère contre lui-même.","Au bal, Adam a invité la fille à danser avant Donald, donc Donald est en colère contre lui-même.",1,-248.63124465942383,-248.8156442642212,0
192,Les livres de fiction étaient intéressants et faciles à lire pour Logan mais pas pour Brett parce que _ préférait des histoires vraies.,"Les livres de fiction étaient intéressants et faciles à lire pour Logan, mais pas pour Brett, car les histoires vraies étaient ce que _ aimait.",Logan,Brett,2,Les livres de fiction étaient intéressants et faciles à lire pour Logan mais pas pour Brett parce que Logan préférait des histoires vraies.,Les livres de fiction étaient intéressants et faciles à lire pour Logan mais pas pour Brett parce que Brett préférait des histoires vraies.,1,-258.71386528015137,-268.9487409591675,0
193,Personne n’aurait remarqué la tache sur cette peau parce que _ est petite.,Personne n'aurait remarqué la tache sur cette peau en raison de la petite taille de _.,la tache,la peau,1,Personne n’aurait remarqué la tache sur cette peau parce que la tache est petite.,Personne n’aurait remarqué la tache sur cette peau parce que la peau est petite.,1,-177.52895545959473,-177.6791934967041,1
194,"Je ne savais pas quel serait mon costume pour Halloween, Peter Pan ou Blanche-Neige. Si je choisis le costume de _  je devrais porter une robe.",Je n'arrivais pas à savoir quel serait mon costume pour Halloween : Peter Pan ou Blanche-Neige. Je devrais porter une robe si je choisissais le costume de _.,Peter Pan,Blanche-Neige,2,"Je ne savais pas quel serait mon costume pour Halloween, Peter Pan ou Blanche-Neige. Si je choisis le costume de Peter Pan  je devrais porter une robe.","Je ne savais pas quel serait mon costume pour Halloween, Peter Pan ou Blanche-Neige. Si je choisis le costume de Blanche-Neige  je devrais porter une robe.",1,-346.0221710205078,-368.48296642303467,0
195,"Je ne savais pas quel serait mon costume pour Halloween, Peter Pan ou Blanche-Neige. Si je choisis le costume de _ je devrais me déguiser en garçon.",Je n'arrivais pas à savoir quel serait mon costume pour Halloween : Peter Pan ou Blanche-Neige. Je devrais me transformer en garçon si je choisissais le costume de _.,Peter Pan,Blanche-Neige,1,"Je ne savais pas quel serait mon costume pour Halloween, Peter Pan ou Blanche-Neige. Si je choisis le costume de Peter Pan je devrais me déguiser en garçon.","Je ne savais pas quel serait mon costume pour Halloween, Peter Pan ou Blanche-Neige. Si je choisis le costume de Blanche-Neige je devrais me déguiser en garçon.",1,-378.6700782775879,-401.41489028930664,1
196,"Des deux propriétaires, Jessica était bien pire que Jennifer parce que _ aimait s’occuper des chiens.","Des deux propriétaires, Jessica était bien pire que Jennifer car celle qui aimait garder les chiens était _.",Jessica,Jennifer,2,"Des deux propriétaires, Jessica était bien pire que Jennifer parce que Jessica aimait s’occuper des chiens.","Des deux propriétaires, Jessica était bien pire que Jennifer parce que Jennifer aimait s’occuper des chiens.",2,-207.35935401916504,-207.06625652313232,1
197,"Christopher se préparait à laver les cheveux de Joel, donc _ a sorti du shampoing près de l’évier et s’est assis sur la chaise.","Christopher s'apprêtait à laver les cheveux de Joël, et c'est _ qui a pris le shampoing près de l'évier et s'est assis sur la chaise.",Christopher,Joel,2,"Christopher se préparait à laver les cheveux de Joel, donc Christopher a sorti du shampoing près de l’évier et s’est assis sur la chaise.","Christopher se préparait à laver les cheveux de Joel, donc Joel a sorti du shampoing près de l’évier et s’est assis sur la chaise.",1,-327.0684118270874,-337.5972318649292,0
198,Laura a demandé à Rachel si elle pouvait emprunter des vêtements parce que _ adorait son sens de la mode.,"Laura a demandé à Rachel si elle pouvait lui emprunter des vêtements, car son sens de la mode faisait l'admiration de _.",Laura,Rachel,1,Laura a demandé à Rachel si elle pouvait emprunter des vêtements parce que Laura adorait son sens de la mode.,Laura a demandé à Rachel si elle pouvait emprunter des vêtements parce que Rachel adorait son sens de la mode.,1,-218.61942958831787,-219.32955646514893,1
199,"Erin connaissait le cadeau parfait pour la fête prénuptiale, mais Samantha devait faire des recherches, car _ connaissait moins bien la mariée.","Erin connaissait le cadeau parfait pour la fête prénuptiale, mais Samantha devait faire des recherches, car la mariée connaissait à peine _.",Erin,Samantha,2,"Erin connaissait le cadeau parfait pour la fête prénuptiale, mais Samantha devait faire des recherches, car Erin connaissait moins bien la mariée.","Erin connaissait le cadeau parfait pour la fête prénuptiale, mais Samantha devait faire des recherches, car Samantha connaissait moins bien la mariée.",1,-330.17194747924805,-340.50762844085693,0
200,Elle voulait acheter plus de vêtements et a finalement choisi la robe en velours plutôt que la veste en jean parce que _ était plus adapté au quotidien.,"Elle voulait acheter d'autres vêtements et a finalement opté pour la robe en velours au lieu de la veste en jean, car l'article le plus décontracté était le _.",robe,veste,2,Elle voulait acheter plus de vêtements et a finalement choisi la robe en velours plutôt que la veste en jean parce que robe était plus adapté au quotidien.,Elle voulait acheter plus de vêtements et a finalement choisi la robe en velours plutôt que la veste en jean parce que veste était plus adapté au quotidien.,1,-303.1131868362427,-303.442419052124,0
201,"Laura n’a absolument rien acheté pour l’anniversaire de Betty, parce que _ a oublié d’en parler.","Betty a oublié d’en parler, et c’est pour cela que Laura n’a rien acheté pour l’anniversaire de _.",Laura,Betty,2,"Laura n’a absolument rien acheté pour l’anniversaire de Betty, parce que Laura a oublié d’en parler.","Laura n’a absolument rien acheté pour l’anniversaire de Betty, parce que Betty a oublié d’en parler.",1,-262.1132879257202,-272.48347663879395,0
