sentence,paraphrased_sentence,option1,option2,answer,gpt_category,gpt_category_names,in_original_experiment
"I don't want to use that iron on my new shirt, and, yes, it's because the _ is too cheap.","I don't want to use that iron on my new shirt, and, yes, it's because of how cheap the _ is.",iron,shirt,1,1,['physical'],1
The wound caused by the bullet needed more care than the one caused by the knife because the _ wound was superficial.,The wound caused by the bullet needed more care than the one caused by the knife because the superficial wound was from the _.,bullet,knife,2,1,['physical'],1
"Kyle was in a lot of pain after running the marathon in place of Brian, but _ appreciated the support of his cause.","Kyle was in a lot of pain after running the marathon in place of Brian, but the one who appreciated the support of his cause was _.",Kyle,Brian,2,2,['social'],1
Patricia liked to lie around in a hammock all day but Megan did not because _ was very sedentary.,Patricia liked to lie around in a hammock all day but Megan did not because the person that was very sedentary is _.,Patricia,Megan,1,2,['social'],1
Hank was eating cereal and spilt milk on his hot pants and decided to get his pleated pants. He needed to change into new leggings because the _ are clean.,"Hank was eating cereal and spilt milk on his hot pants and decided to get his pleated pants, and the ones that are clean are the _.",hot pants,pleated pants,2,1,['physical'],1
Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very dirty person.,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. The very dirty person was _.,Derrick,Benjamin,2,2,['social'],1
Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very clean person.,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. The very clean person was _.,Derrick,Benjamin,1,2,['social'],1
Justin brought a a saw and hammer to prepare making a cupboard for Benjamin because _ is his employer.,Justin brought a saw and hammer to prepare making a cupboard for Benjamin because his employer is  _.,Justin,Benjamin,2,2,['social'],1
Justin used a stencil on their presentation lettering but Derrick did not. _ had a very sloppy looking presentation.,Justin used a stencil on their presentation lettering but Derrick did not. The one with a very sloppy looking presentation was _.,Justin,Derrick,2,1,['physical'],1
Justin used a stencil on their presentation lettering but Derrick did not. _ had a very neat looking presentation.,Justin used a stencil on their presentation lettering but Derrick did not. The one with a very neat looking presentation was _.,Justin,Derrick,1,1,['physical'],1
"The mirror didn't lie when it showed how overweight Patricia was and how emaciated Felicia was, so _ needed to go on diet.","The mirror didn't lie when it showed how overweight Patricia was and how emaciated Felicia was, so the person who needed to go on a diet was _.",Patricia,Felicia,1,1,['physical'],1
"The stores used posters instead of flyers, because the overall cost of distribution for the _ was cheaper.","The stores used posters instead of flyers, because the overall cost of distribution was cheaper for the _.",posters,flyers,1,3,['numerical'],1
"The stores used posters instead of flyers, but the overall cost of distribution for the _ was cheaper.","The stores used posters instead of flyers, but the overall cost of distribution was cheaper for the _.",posters,flyers,2,3,['numerical'],1
"With my ankle sprain, I am not able to put my foot in my shoe because the _ is too fat.","With my ankle sprain, I am not able to put my foot in my shoe because of how fat the _ is.",sprain,shoe,1,1,['physical'],1
Michael was a better employer than Joel so _ had to worry about retaining employees.,"Michael was a better employer than Joel, so the one who had to worry about retaining employees was _.",Michael,Joel,2,2,['social'],1
Michael was a better employer than Joel so _ did not have to worry about retaining employees.,"Michael was a better employer than Joel, so the one who did not have to worry about retaining employees was _.",Michael,Joel,1,2,['social'],1
Two friends wanted a tan look but Joel was impatient while Robert wasn't. _ used bronzer to get a tan look.,Two friends wanted a tan look but Joel was impatient while Robert wasn't. The one who used bronzer to get a tan look was _.,Joel,Robert,1,2,['social'],1
Megan focused more on proper posture than Lindsey because _ wanted to become a model.,Megan focused more on proper posture than Lindsey because the one who wanted to become a model was _.,Megan,Lindsey,1,2,['social'],1
Megan focused less on proper posture than Lindsey because _ wanted to become a model.,Megan focused less on proper posture than Lindsey because the one who wanted to become a model was _.,Megan,Lindsey,2,2,['social'],1
Katrina did not value the antique pictures as much as Lindsey because _ was a history buff.,Katrina did not value the antique pictures as much as Lindsey because the history buff was _.,Katrina,Lindsey,2,2,['social'],1
"Angela wanted to find a partner, but Victoria wanted to stay single, because _ was lonely.","Angela wanted to find a partner, but Victoria wanted to stay single, because the one who was lonely was _.",Angela,Victoria,1,2,['social'],1
My teeth hurt more after eating the cake than the pie because the _ was not as sweet.,My teeth hurt more after eating the cake than the pie because the one that was not as sweet was the _.,pie,cake,1,1,['physical'],1
"On Valentine's Day, Brian receives no flowers, but Kevin gets a lot. _ is probably dating someone.","On Valentine's Day, Brian receives no flowers, but Kevin gets a lot, so the one who is probably dating someone is _.",Brian,Kevin,2,2,['social'],1
"Michael had to learn how to speak Chinese for his job unlike Matthew, because _ worked in England.","Michael had to learn how to speak Chinese for his job, unlike Matthew, because the person who worked in England was _.",Michael,Matthew,2,2,['social'],1
The boards were used to build the houses instead of the bricks as the _ were sparse.,The boards were used to build the houses instead of the bricks due to how sparse the _ were.,boards,bricks,2,3,['numerical'],1
"Betty avoided getting attacked in the dark alley where Elena was mugged, because _ ignored their intuition.",Betty avoided getting attacked in the dark alley where Elena was mugged because the person that ignored their intuition was _.,Betty,Elena,2,2,['social'],1
"The actors practiced the scenes in the parking lot more than the scenes in the morgue, because the _ scenes are full of silence.","The actors practiced the scenes in the parking lot more than the scenes in the morgue, because the scenes that are full of silence are the scenes in the _.",parking lot,morgue,2,1,['physical'],1
"Victoria was interested in babies, but Katrina thought they were annoying, so _ preferred visiting the nursery.","Victoria was interested in babies, but Katrina thought they were annoying; the one who preferred visiting the nursery was _.",Victoria,Katrina,1,2,['social'],1
"The kids at camp liked the activities with water, but avoided the sand, because the _ was cleansed.","The kids at camp liked the activities with water, but avoided the sand, because what was cleansed was the _.",sand,water,2,1,['physical'],1
"When gambling in Las Vegas, Christine usually bets less playing poker than Elena because _ is more cautious.","When gambling in Las Vegas, Christine usually bets less playing poker than Elena because the more cautious person is _.",Christine,Elena,1,3,['numerical'],1
"Natalie is extremely shy, but Lindsey is good at talking to strangers, which makes _ worse at telemarketing.","Natalie is extremely shy, but Lindsey is good at talking to strangers, so the one who is worse at telemarketing is _.",Natalie,Lindsey,1,2,['social'],1
Benjamin thought Android was the superior phone system but Ian thought IOS was better. _ bought a new iPhone 9 from Verizon.,Benjamin thought Android was the superior phone system but Ian thought IOS was better. The person that bought a new iPhone 9 from Verizon was _.,Benjamin,Ian,2,2,['social'],1
The floor started to have scratches when people's shoe started dragging on it. The _ was rough.,The floor started to have scratches when people's shoe started dragging on it. The rough surface was the _.,floor,shoe,2,1,['physical'],1
The floor started to have scratches when people's shoe started dragging on it. The _ was smooth.,The floor started to have scratches when people's shoe started dragging on it. The smooth surface was the _.,floor,shoe,1,1,['physical'],1
"Donald was chosen to be a model while Dennis was passed over, because _ was exceptionally tall.","Donald was chosen to be a model while Dennis was passed over, because how exceptionally tall _ was.",Donald,Dennis,1,1,['physical'],1
The flour spills out when we use an ancient family recipe and pour three teacups of flour into our bowl. The _ is too small.,The flour spills out when we use an ancient family recipe and pour three teacups of flour into our bowl because the one that's too small is the _.,teacup,bowl,2,"1, 3, 2005","['numerical', 'physical', 'spatial']",1
The flour spills out when we use an ancient family recipe and pour three teacups of flour into our bowl. The _ is too big.,The flour spills out when we use an ancient family recipe and pour three teacups of flour into our bowl because the one that's too big is the _.,teacup,bowl,1,"1, 5","['physical', 'spatial']",1
"The cracker that was given to me was worse than the cookie, because the _ was stale.",The cracker that was given to me was worse than the cookie because of how stale the _ was.,cracker,cookie,1,1,['physical'],1
"I handed the documents over to immigration with the passports, but they only accepted the passports, because the _ were complete.","I handed the documents over to immigration with the passports, but they only accepted the passports because the complete ones were the _.",documents,passports,2,2,['social'],1
Jessica was arrested for growing hemp by the police but not Sarah because _ stayed during the field raid.,Jessica was arrested for growing hemp by the police but not Sarah because the one who stayed during the field raid was _ .,Jessica,Sarah,1,2,['social'],1
Jennifer thought it was important to neuter a dog and Rachel did not because _ knew lots of animals become homeless.,Jennifer thought it was important to neuter a dog and Rachel did not because the person who knew lots of animals become homeless was _.,Jennifer,Rachel,1,2,['social'],1
John could not hear his alarm clock when he was sleeping with a headphone on his head because the _ is closer.,John could not hear his alarm clock when he was sleeping with a headphone on his head because the closer one was the _.,headphone,clock,1,"1, 5","['physical', 'spatial']",1
John could not hear his alarm clock when he was sleeping with a headphone on his head because the _ is farther.,John could not hear his alarm clock when he was sleeping with a headphone on his head because the farther one was the _.,headphone,clock,2,"1, 5","['physical', 'spatial']",1
"Ryan ordered the salad with added avocado, but Randy passed, because _ wasn't ok with the $3 upcharge.","Ryan ordered the salad with added avocado, but Randy passed, because the person who wasn't ok with the $3 upcharge was _.",Ryan,Randy,2,"2, 3","['numerical', 'social']",1
"Ryan ordered the salad with added avocado, but Randy passed, because _ was ok with the $3 upcharge.","Ryan ordered the salad with added avocado, but Randy passed, because the person who was ok with the $3 upcharge was _.",Ryan,Randy,1,2,['social'],1
"Tanya was an adult while Samantha was young and still had room to grow , so _ took her old clothes.","Tanya was an adult while Samantha was young and still had room to grow, so the old clothes were taken by _.",Tanya,Samantha,2,1,['physical'],1
"The hiking group had more food than water, so they tried to conserve the _ .","The hiking group had more food than water, so they tried to conserve the _ .",water,food,1,3,['numerical'],1
"The hiking group had less food than water, so they tried to conserve the _ .","The hiking group had less food than water, so they tried to conserve the _ .",water,food,2,3,['numerical'],1
"I wore the pants and the shirt together, but got more compliments on the _ because the shirt was uglier.","I wore the pants and the shirt together, but because the shirt was uglier, I got more compliments on the _.",shirt,pants,2,1,['physical'],1
John cannot listen to his music with the volume of the television his cousin is watching. The _ is quiet.,John cannot listen to his music with the volume of the television his cousin is watching. The quiet one is the _.,television,music,2,1,['physical'],1
The honey flows out slower from the bottle than the oil. The _ is viscous.,"The honey flows out slower from the bottle than the oil, so the viscous one is the _.",honey,oil,1,1,['physical'],1
"Lawrence volunteered to donate blood to help others, but Steven was unable to, since _ was healthy.","Lawrence volunteered to donate blood to help others, but Steven was unable to, since the healthy person was _.",Lawrence,Steven,1,2,['social'],1
"Reading poetry and rhymes was very entertaining for Derrick but boring for Logan, since _ was a mathematician.","Reading poetry and rhymes was very entertaining for Derrick but boring for Logan, since the mathematician was _.",Derrick,Logan,2,2,['social'],1
The farmer had more corn to harvest than yams because his cows liked eating the _ .,The farmer had more corn to harvest than yams because his cows liked eating the _ .,yams,corn,1,3,['numerical'],1
The farmer had more corn to harvest than yams because his cows hated eating the _ .,The farmer had more corn to harvest than yams because his cows hated eating the _ .,yams,corn,2,3,['numerical'],1
Adam asked Dennis to always remember to flush the toilet because _ doesn't flush it.,Adam asked Dennis to always remember to flush the toilet because the person that doesn't flush it was _.,Adam,Dennis,2,2,['social'],1
Buying a swimming pool was great for Adam but not for Christopher because _ had a large back yard.,"For Adam, buying a swimming pool was great, but not for Christopher, because the one with a large back yard was _.",Adam,Christopher,1,5,['spatial'],1
"Cynthia was happy to give Patricia the politics section of the newspaper, because _ had little interest in the election results.","Cynthia was happy to give Patricia the politics section of the newspaper, because the one with little interest in the election results was _.",Cynthia,Patricia,1,2,['social'],1
Only the bag got melted and not the wood when they were inside the flame. The _ is soft.,Only the bag got melted and not the wood when they were inside the flame because of how soft the _ is.,wood,bag,2,1,['physical'],1
Only the bag got melted and not the wood when they were inside the flame. The _ is hard.,Only the bag got melted and not the wood when they were inside the flame because of how hard the _ is.,wood,bag,1,1,['physical'],1
"Carrie always arrived to work after Cynthia, as _ had a shorter driving commute in the mornings.","Carrie always arrived to work after Cynthia, as the one with a shorter driving commute in the mornings was _.",Carrie,Cynthia,2,4,['temporal'],1
"Amy left smears all over the surface after cleaning Kayla's sink, because _ didn't supervise very much.","Amy left smears all over the surface after cleaning Kayla's sink, because the one who didn't supervise very much was _.",Amy,Kayla,2,2,['social'],1
"Brian could learn to swim with the right instruction, but it was hard to tell whether lifeguard Matthew was qualified to provide it, since _ had never swum before.","Brian could learn to swim with the right instruction, but it was hard to tell whether lifeguard Matthew was qualified to provide it, since the one who had never swum before was _.",Brian,Matthew,1,2,['social'],1
I slowly poured the milk over my bowl of cereal until the _ was gone.,"I slowly poured the milk over my bowl of cereal until it was gone, the _.",milk,cereal,1,1,['physical'],1
They disagreed over what dog to adopt as Mary wanted a yorkie while Maria wanted a labrador. _ loved small dogs.,They disagreed over what dog to adopt as Mary wanted a yorkie while Maria wanted a labrador. The one who loved small dogs was _.,Mary,Maria,1,1,['physical'],1
"Devin got sick after eating the sausage, so he laid on the couch and later moved to the bed because the _ was more comfortable.","Devin got sick after eating the sausage, so he laid on the couch and later moved to the bed because the more comfortable option was the _.",couch,bed,2,1,['physical'],1
"Jennifer has more money than Amy, so _ became a homeowner at a young age.","Jennifer has more money than Amy, so the one who became a homeowner at a young age was _.",Jennifer,Amy,1,3,['numerical'],1
Michael had a unhappy relationship and was jealous because Lawrence had a great one only to find out the reason was _ slacked in adhering to standard marriage advice.,"Michael had an unhappy relationship and was jealous because Lawrence had a great one, only to find out that the one who slacked in adhering to standard marriage advice was _.",Michael,Lawrence,1,2,['social'],1
"The boxes were too heavy for Benjamin to carry alone, so he asked Matthew for help. After he said yes, _ felt regret.","The boxes were too heavy for Benjamin to carry alone, so he asked Matthew for help. After he said yes, the one who felt regret was _.",Benjamin,Matthew,2,2,['social'],1
Jasmine wanted to put the emerald on the ring but it would not fit. The _ was minuscule.,"Jasmine wanted to put the emerald on the ring, but it would not fit because of how miniscule the _ was.",emerald,ring,2,1,['physical'],1
Jasmine wanted to put the emerald on the ring and it would not fit. The _ was colossal.,"Jasmine wanted to put the emerald on the ring, but it would not fit because of how colossal the _ was.",emerald,ring,1,"1, 3","['numerical', 'physical']",1
John was glad the file was kept in the box before the fire outbreak started because the _ is inflammable.,John was glad the file was kept in the box before the fire outbreak started because of the inflammable nature of the _.,box,file,1,1,['physical'],1
Patricia had to pay less tax than Cynthia because _ made more money in the year.,Patricia had to pay less tax than Cynthia because more money was made in the year by _.,Patricia,Cynthia,2,3,['numerical'],1
Patricia had to pay less tax than Cynthia because _ made less money in the year.,Patricia had to pay less tax than Cynthia because less money was made in the year by _.,Patricia,Cynthia,1,3,['numerical'],1
"Brian's plants are showing a lot more growth than Logan's, because _ used better fertilizer.","Brian's plants are showing a lot more growth than Logan's, because better fertilizer was used by _.",Brian,Logan,1,3,['numerical'],1
James always feel weak whenever he walked the length of his street so he decided walking just the length of the lawn. The _ is long.,"James always feels weak whenever he walked the length of his street, so he decided to walk just the length of the lawn, because the long option was the _.",street,lawn,1,3,['numerical'],1
James always feel weak whenever he walked the length of his street so he decided walking just the length of the lawn. The _ is short.,"James always feels weak whenever he walked the length of his street, so he decided to walk just the length of the lawn, because the short option was the _.",street,lawn,2,3,['numerical'],1
"The living room was cleaner than the kitchen, because we spend leess time in in the _ .","The living room was cleaner than the kitchen, because we spend less time in in the _ .",living room,kitchen,1,3,['numerical'],1
The girl broke Leslie's heart but not Kenneth's because _ used to be in love with her.,The girl broke Leslie's heart but not Kenneth's because the person who used to be in love with her was _.,Leslie,Kenneth,1,2,['social'],1
"Monica suspected that Rebecca had become an alcoholic, but _ predicted an intervention to address the problem.","Monica suspected that Rebecca had become an alcoholic, but an intervention to address the problem was predicted by _.",Monica,Rebecca,2,2,['social'],1
The stone still thudded on the floor even though it was dropped on the pillow. The _ is too light.,The stone still thudded on the floor even though it was dropped on the pillow. The item that is too light is the _.,stone,pillow,2,1,['physical'],1
Rachel touches the cool looking bulletproof vest of Kayla due to _ being on an investigation.,Rachel touches the cool looking bulletproof vest of Kayla due to an investigation done by  _.,Rachel,Kayla,2,2,['social'],1
Remodeling the kitchen came naturally to Michael but not William because _ had experience being a carpenter's apprentice.,"Remodeling the kitchen came naturally to Michael but not William, because the one who had experience being a carpenter's apprentice was _.",Michael,William,1,2,['social'],1
"Selena wanted the hairdresser to cut her hair with a razor instead of a clipper, because the _ always gave an edgier look.","Selena wanted the hairdresser to cut her hair with a razor instead of a clipper, because what always gave an edgier look was the _.",clipper,razor,2,1,['physical'],1
Neil cut trees down into lumber every year unlike Logan because _ lives in the city.,"Neil cut trees down into lumber every year unlike Logan, because the person who lives out in the city is _.",Neil,Logan,2,5,['spatial'],1
Neil cut trees down into lumber every year unlike Logan because _ lives out in the countryside.,"Neil cut trees down into lumber every year unlike Logan, because the person who lives out in the countryside is _.",Neil,Logan,1,5,['spatial'],1
"We couldn't extract the blood but got the plasma out, since the _ was reachable by the needle.","We couldn't extract the blood but got the plasma out, since the needle was able to reach the _.",blood,plasma,2,"1, 5","['physical', 'spatial']",1
The sound of the foot was clearly audible from the street because the _ is quiet.,The sound of the foot was clearly audible from the street because of how quiet the _ is.,street,sound,1,1,['physical'],1
Kyle asked Brett for some tips on healthy eating because _ has recently lost weight.,Kyle asked Brett for some tips on healthy eating because the person who has recently lost weight is _.,Kyle,Brett,2,2,['social'],1
William was a huge animal rights activist but Randy couldn't care less so _ hated leather.,"William was a huge animal rights activist but Randy couldn't care less, so the one who hated leather was _.",William,Randy,1,2,['social'],1
William was a huge animal rights activist but Randy couldn't care less so _ loved leather.,"William was a huge animal rights activist but Randy couldn't care less, so the one who loved leather was _.",William,Randy,2,2,['social'],1
The school needed a new auditorium and a new teacher's lounge.  They built the _ first because it benefited the faculty more.,"The school needed a new auditorium and a new teacher's lounge, and because it benefited the faculty more, what was built first was the _.",auditorium,teacher's lounge,2,2,['social'],1
"The cashier was trained that real $100 bills had sharp lines and counterfeit ones might be blurry, so she accepted the _ bill.","The cashier was trained that real $100 bills had sharp lines and counterfeit ones might be blurry, so she accepted the _ bill.",sharp,blurry,1,1,['physical'],1
The pressure of finding new jobs is harder than finding new apartments. The _ are high in numbers.,The pressure of finding new jobs is harder than finding new apartments. There is a higher availability in _.,jobs,apartments,2,3,['numerical'],1
"She couldn't wear the bra, unlike the shirt, because the _ was the right size.","She couldn't wear the bra, unlike the shirt; the one that was the right size was the _.",bra,shirt,2,1,['physical'],1
Angela was a homebody while Amy loved to travel the world whenever they could. _ took a vacation to the beach over the summer.,"Angela was a homebody while Amy loved to travel the world whenever they could, so the person who took a vacation to the beach over the summer was _.",Angela,Amy,2,2,['social'],1
Kenneth was really scared to have surgery but Neil was very brave about it. _ was under a lot of stress.,Kenneth was really scared to have surgery but Neil was very brave about it. The person under a lot of stress was _.,Kenneth,Neil,1,2,['social'],1
"Joel went to Michael 's house and consumed a lot of alcohol, so _ had to ride back home as a passenger.","Joel went to Michael 's house and consumed a lot of alcohol, so the one who had to ride back home as a passenger was _.",Joel,Michael,1,2,['social'],1
"At the new restaurant, Betty convinced Lindsey to try fried brussel sprouts.  _ was relieved when she tried new things.","At the new restaurant, Betty convinced Lindsey to try fried brussel sprouts. The person who was relieved when she tried new things was _.",Betty,Lindsey,1,2,['social'],1
"Jane received a pet tortoise and an aquarium as a birthday gift, but the _ was too small.","Jane received a pet tortoise and an aquarium as a birthday gift, but what turned out to be too small was the _.",aquarium,tortoise,1,"1, 5","['physical', 'spatial']",1
"She chose the black car over the green car, because the _ has more brighter color.","She chose the black car over the green car, because the one that has a more brighter color is the _.",black car,green car,2,1,['physical'],1
Joe immediately went to bakery before the bank because the _ had a limited supply of what he wanted.,Joe immediately went to the bakery before the bank because of the limited supply at the _.,bakery,bank,1,"2, 4","['social', 'temporal']",1
Michael just bought brand new wheels for his truck unlike Leslie because _ wheels were new and perfect.,Michael just bought brand new wheels for his truck unlike Leslie because the wheels that were new and perfect belonged to _.,Michael,Leslie,2,1,['physical'],1
Michael just bought brand new wheels for his truck unlike Leslie because _ wheels were old and used.,Michael just bought brand new wheels for his truck unlike Leslie because the wheels that were old and used belonged to _.,Michael,Leslie,1,2,['social'],1
Benjamin was chosen instead of Brett to be the makeup artist for the play because _ was less experienced.,Benjamin was chosen instead of Brett to be the makeup artist for the play because the less experienced one was _.,Benjamin,Brett,2,2,['social'],1
"Jessica enjoyed a simple, basic life with Betty, but _ was bored having a quiet existence.","Jessica enjoyed a simple, basic life with Betty, but having a quiet existence was boring for _.",Jessica,Betty,2,2,['social'],1
It was easy for Angela to become a vegetarian although Kayla couldn't do it. _ really missed the taste of chicken.,It was easy for Angela to become a vegetarian although Kayla couldn't do it. The person who really missed the taste of chicken is _.,Angela,Kayla,2,2,['social'],1
"Alcohol is a love of Matthew's, but Ryan can't stand the stuff because _ is a sober alcoholic.","Alcohol is a love of Matthew's, but Ryan can't stand the stuff because the sober alcoholic is _.",Matthew,Ryan,2,2,['social'],1
"Laura used too much super glue on Erins hands, so _ needed to get to the doctor to separate their hands.","Laura used too much super glue on Erins hands, so the person that needed to get to the doctor to separate their hands was _.",Laura,Erin,2,"1, 2","['physical', 'social']",1
Laura just loved the taste of green beans but Felicia hated the taste of them. _ didn't have a second serving.,"Laura just loved the taste of green beans but Felicia hated the taste of them, so the one who didn't have a second serving was _.",Laura,Felicia,2,2,['social'],1
Joel always liked to turn the heater up higher than Joseph did for the reason that _ was always cold.,Joel always liked to turn the heater up higher than Joseph did because the person who was always cold was _.,Joel,Joseph,1,1,['physical'],1
Megan forgot to buy deodorant at the store so they borrowed Jessica's deodorant and _ never found out.,"Megan forgot to buy deodorant at the store, so they borrowed Jessica's deodorant, and the one who never found out was _.",Megan,Jessica,2,2,['social'],1
They brought the cornhole supplies to the camp site so they could play while adults cooked dinner.  The boys really enjoyed the _ after the game.,"They brought the cornhole supplies to the camp site so they could play while adults cooked dinner, and after the game, the boys really enjoyed the _.",cornhole,dinner,2,"2, 4","['social', 'temporal']",1
The game of chess was easy to play for Angela but not Rebecca because _ had a analytical mind.,The game of chess was easy to play for Angela but not Rebecca because the person who had an analytical mind was _.,Angela,Rebecca,1,2,['social'],1
The game of chess was easy to play for Angela but not Rebecca because  _ did not have an analytical mind.,The game of chess was easy to play for Angela but not Rebecca because the person who did not have an analytical mind was _.,Angela,Rebecca,2,2,['social'],1
"To pay for dinner, he used the credit card rather than cash. The _ was not available.","To pay for dinner, he used the credit card rather than cash, because the option that was not available is the _ .",cash,card,1,2,['social'],1
"Since the diabetic woman had to limit her sugar intake, she ignored the pie and had a cookie instead because the _ was full of sugar.","Since the diabetic woman had to limit her sugar intake, she ignored the pie and had a cookie instead because of how full of sugar the _ was.",pie,cookie,1,1,['physical'],1
"Carrie posted their sofa for sale on Craigslist, and had received an offer they had to decline because the _ is valuable.","Carrie posted their sofa for sale on Craigslist, and had to decline an offer they received because of how valuable the _ is.",offer,sofa,2,1,['physical'],1
The health of Joel was stronger than that of William due to _ being a cigar smoker.,The health of Joel was stronger than that of William because the cigar smoker was _.,Joel,William,2,2,['social'],1
It was easy for Amy but not Rachel to create a meal because _ had taken woodshop in school.,Creating a meal was easy for Amy but not for Rachel because the one who had taken woodshop in school was _.,Amy,Rachel,2,2,['social'],1
Betty made the choice to reduce Samantha's salary after _ started cutting back on efficiency.,Betty made the choice to reduce Samantha's salary because the one who started cutting back on efficiency was _.,Betty,Samantha,2,2,['social'],1
"At the beauty salon, Angela preferred to work on her eyebrows instead of her eyelashes because the _ were already worked on.","At the beauty salon, Angela preferred to work on her eyebrows instead of her eyelashes because the ones already worked on were the _.",eyebrows,eyelashes,2,1,['physical'],1
Patricia decided to buy Felicia dinner because they had been through a lot and _ just inherited some money.,"Patricia decided to buy Felicia dinner because they had been through a lot, and the one who just inherited some money was _.",Patricia,Felicia,1,2,['social'],1
"John never mentioned his canoe, but had a long conversation with Ron about the raft, because John rarely used the _ .","John never mentioned his canoe, but had a long conversation with Ron about the raft, because John rarely used the _ .",canoe,raft,1,2,['social'],1
"Monica gives Jessica a book about posture, because _ has been trying to get better at ballet dancing.",Monica gives Jessica a book about posture because the one who has been trying to get better at ballet dancing is _.,Monica,Jessica,2,2,['social'],1
Kerry was running later when he took his car to work than when he took a taxi because he ran into more traffic in the _ .,Kerry was running later when he took his car to work than when he took a taxi because he ran into more traffic in the _ .,car,taxi,1,"1, 4","['physical', 'temporal']",1
The maid took away a cozy blanket from Lawrence but not Nick because _ was very cold.,The maid took away a cozy blanket from Lawrence but not Nick because the one who was very cold was _.,Lawrence,Nick,2,2,['social'],1
Brett asked Nelson where they were because _ had had been driving after he fell asleep.,"Brett asked Nelson where they were because after he fell asleep, the driving had been done by _.",Brett,Nelson,2,2,['social'],1
"Victoria was eager to make the big sale to Sarah , as _ needed the money that day.","Victoria was eager to make the big sale to Sarah, as the person who needed the money that day was _.",Victoria,Sarah,1,2,['social'],1
"Paint was applied to the chairs but not the tables, since the _ were new.","Paint was applied to the chairs but not the tables, since the new furniture are the _ .",chairs,tables,2,1,['physical'],1
"Paint was applied to the chairs but not the tables, since the _ were old.","Paint was applied to the chairs but not the tables, since the old furniture are the _ .",chairs,tables,1,1,['physical'],1
The bill had extra charges for past due and hookup. I owe the _ for being a new customer.,"The bill had extra charges for past due and hookup, and as a new customer, I owe the amount associated with the _.",past due,hookup,2,2,['social'],1
The courage of Ian was a lot stronger than Michael because _ had been through a lot in life.,The courage of Ian was a lot stronger than Michael because the person who had been through a lot in life was _.,Ian,Michael,1,2,['social'],1
Elena enjoyed yoga classes while Amy preferred other forms of exercise; this was because _ was flexible.,Elena enjoyed yoga classes while Amy preferred other forms of exercise because the flexible one was _.,Elena,Amy,1,1,['physical'],1
The commodities trader decided to buy wool and sell cotton because the _ was priced high.,The commodities trader decided to buy wool and sell cotton because the one that was priced high was the _.,wool,cotton,2,3,['numerical'],1
"William lived in a rougher part of town than Eric, so _ trained their dog as a guard dog.","William lived in a rougher part of town than Eric, so the one who trained their dog as a guard dog was _.",William,Eric,1,2,['social'],1
Ryan had to use a calculator on the test but Michael didn't because _ was very bad at math.,Ryan had to use a calculator on the test but Michael didn't because the person who was very bad at math was _.,Ryan,Michael,1,3,['numerical'],1
"Christine accepted the over night challenge from Laura, because _ had a better chance of winning.","Christine accepted the over night challenge from Laura, because the one with a better chance of winning was _.",Christine,Laura,1,2,['social'],1
"Victoria taught Elena how to count in Malay for their trip, because _ was a visitor of the island.","Victoria taught Elena how to count in Malay for their trip, because the visitor of the island was _.",Victoria,Elena,2,2,['social'],1
The store sold Michael a fake phone but not Eric so _ could still make a call.,"The store sold Michael a fake phone but not Eric, so the one who could still make a call was _.",Michael,Eric,2,1,['physical'],1
It was easy for Matthew but not Logan to practice yoga because _ wanted to improve their mind and body.,It was easy for Matthew but not Logan to practice yoga because the one who wanted to improve their mind and body was _.,Matthew,Logan,1,2,['social'],1
"Patricia was called back for a second interview but not Victoria, as _ had passed the background check.","Patricia was called back for a second interview but not Victoria, as the one who had passed the background check was _.",Patricia,Victoria,1,2,['social'],1
Hunter bought a vehicle to commute in but not Dennis because _ had a driving distance to work.,Hunter bought a vehicle to commute in but not Dennis because the one with a driving distance to work was _,Hunter,Dennis,1,2,['social'],1
"Angela did a bunch of crunches and sit-ups but Cynthia didn't, consequentially _ had six- pack abs.","Angela did a bunch of crunches and sit-ups but Cynthia didn't, so the one who had six-pack abs was _.",Angela,Cynthia,1,1,['physical'],1
Katrina turned out to be much more spoiled than Felicia because _ did not have wealthy or generous parents.,Katrina turned out to be much more spoiled than Felicia because the one who did not have wealthy or generous parents was _.,Katrina,Felicia,2,2,['social'],1
Katrina turned out to be much more spoiled than Felicia because _ had wealthy and generous parents.,Katrina turned out to be much more spoiled than Felicia because the one who had wealthy and generous parents was _.,Katrina,Felicia,1,2,['social'],1
"The boot was removed from the car tire and put on the truck tire, since the _ was now legally parked.","The boot was removed from the car tire and put on the truck tire, because the one that was now legally parked was the _.",car,truck,1,"1, 2","['physical', 'social']",1
Jennifer wanted to get romance in a relationship while Elena did not because _ liked to watch romantic comedies.,Jennifer wanted to get romance in a relationship while Elena did not because the one who liked to watch romantic comedies was _.,Jennifer,Elena,1,2,['social'],1
Brett wanted to get a massage but Kenneth did not. This is because _ was feeling relaxed.,"Brett wanted to get a massage but Kenneth did not, which is because the one who was feeling relaxed was _.",Brett,Kenneth,2,2,['social'],1
Ryan was always behind Donald in high school because _ had a diagnosed learning disability.,Ryan was always behind Donald in high school because the student who had a diagnosed learning disability was _.,Ryan,Donald,1,2,['social'],1
